10.000	86.000
11.000	89.000
12.000	74.000
13.000	84.000
14.000	95.000
15.000	101.000
16.000	93.000
17.000	90.000
18.000	86.000
19.000	91.000
20.000	94.000
21.000	92.000
22.000	109.000
23.000	103.000
24.000	82.000
25.000	104.000
26.000	102.000
27.000	122.000
28.000	109.000
29.000	94.000
30.000	88.000
31.000	105.000
32.000	89.000
33.000	88.000
34.000	89.000
35.000	85.000
36.000	80.000
37.000	85.000
38.000	86.000
39.000	89.000
40.000	78.000
41.000	102.000
42.000	78.000
43.000	80.000
44.000	85.000
45.000	104.000
46.000	99.000
47.000	81.000
48.000	100.000
49.000	75.000
50.000	74.000
51.000	80.000
52.000	77.000
53.000	77.000
54.000	90.000
55.000	73.000
56.000	92.000
57.000	75.000
58.000	80.000
59.000	80.000
60.000	66.000
61.000	85.000
62.000	100.000
63.000	99.000
64.000	72.000
65.000	59.000
66.000	82.000
67.000	106.000
68.000	72.000
69.000	94.000
70.000	83.000
71.000	70.000
72.000	71.000
73.000	62.000
74.000	74.000
75.000	83.000
76.000	70.000
77.000	77.000
78.000	68.000
79.000	78.000
80.000	66.000
81.000	79.000
82.000	73.000
83.000	79.000
84.000	70.000
85.000	70.000
86.000	68.000
87.000	58.000
88.000	74.000
89.000	64.000
90.000	65.000
91.000	67.000
92.000	66.000
93.000	71.000
94.000	78.000
95.000	55.000
96.000	63.000
97.000	73.000
98.000	62.000
99.000	58.000
100.000	57.000
101.000	60.000
102.000	45.000
103.000	63.000
104.000	61.000
105.000	62.000
106.000	64.000
107.000	56.000
108.000	53.000
109.000	63.000
110.000	67.000
111.000	63.000
112.000	60.000
113.000	63.000
114.000	60.000
115.000	51.000
116.000	52.000
117.000	68.000
118.000	59.000
119.000	50.000
120.000	57.000
121.000	55.000
122.000	54.000
123.000	45.000
124.000	60.000
125.000	55.000
126.000	44.000
127.000	66.000
128.000	55.000
129.000	60.000
130.000	57.000
131.000	53.000
132.000	47.000
133.000	51.000
134.000	56.000
135.000	49.000
136.000	51.000
137.000	61.000
138.000	46.000
139.000	61.000
140.000	50.000
141.000	57.000
142.000	61.000
143.000	47.000
144.000	54.000
145.000	44.000
146.000	52.000
147.000	57.000
148.000	63.000
149.000	56.000
150.000	54.000
151.000	56.000
152.000	44.000
153.000	52.000
154.000	50.000
155.000	48.000
156.000	54.000
157.000	54.000
158.000	40.000
159.000	47.000
160.000	39.000
161.000	38.000
162.000	45.000
163.000	48.000
164.000	52.000
165.000	56.000
166.000	44.000
167.000	47.000
168.000	40.000
169.000	39.000
170.000	49.000
171.000	43.000
172.000	48.000
173.000	52.000
174.000	42.000
175.000	48.000
176.000	57.000
177.000	51.000
178.000	53.000
179.000	34.000
180.000	54.000
181.000	41.000
182.000	39.000
183.000	42.000
184.000	36.000
185.000	53.000
186.000	57.000
187.000	43.000
188.000	54.000
189.000	51.000
190.000	50.000
191.000	56.000
192.000	42.000
193.000	52.000
194.000	45.000
195.000	34.000
196.000	42.000
197.000	52.000
198.000	37.000
199.000	59.000
200.000	53.000
201.000	39.000
202.000	48.000
203.000	46.000
204.000	41.000
205.000	47.000
206.000	45.000
207.000	42.000
208.000	54.000
209.000	44.000
210.000	37.000
211.000	38.000
212.000	52.000
213.000	54.000
214.000	47.000
215.000	44.000
216.000	34.000
217.000	43.000
218.000	43.000
219.000	45.000
220.000	45.000
221.000	40.000
222.000	52.000
223.000	48.000
224.000	39.000
225.000	52.000
226.000	46.000
227.000	49.000
228.000	37.000
229.000	52.000
230.000	44.000
231.000	42.000
232.000	38.000
233.000	43.000
234.000	41.000
235.000	40.000
236.000	57.000
237.000	46.000
238.000	49.000
239.000	39.000
240.000	43.000
241.000	44.000
242.000	36.000
243.000	41.000
244.000	34.000
245.000	36.000
246.000	42.000
247.000	45.000
248.000	37.000
249.000	38.000
250.000	40.000
251.000	52.000
252.000	52.000
253.000	44.000
254.000	44.000
255.000	47.000
256.000	41.000
257.000	44.000
258.000	37.000
259.000	35.000
260.000	56.000
261.000	33.000
262.000	30.000
263.000	41.000
264.000	44.000
265.000	45.000
266.000	39.000
267.000	47.000
268.000	47.000
269.000	44.000
270.000	39.000
271.000	41.000
272.000	35.000
273.000	35.000
274.000	49.000
275.000	59.000
276.000	35.000
277.000	35.000
278.000	51.000
279.000	36.000
280.000	36.000
281.000	36.000
282.000	45.000
283.000	36.000
284.000	39.000
285.000	37.000
286.000	27.000
287.000	35.000
288.000	44.000
289.000	40.000
290.000	44.000
291.000	41.000
292.000	55.000
293.000	38.000
294.000	43.000
295.000	37.000
296.000	43.000
297.000	31.000
298.000	36.000
299.000	28.000
300.000	36.000
